,MS_SubClass,MS_Zoning,Lot_Area,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Age_of_Property,Sale_Price,PID
272,2,5,8773,5,5,98,2,2,2,0,1414,0,1,4,1414,2,2,6,0,3,0,2,2,2,132,105,9,4,6,185500,907414030
273,1,5,8777,7,4,0,3,1,3,4,0,4,0,4,860,1,4,5,0,3,4,3,1,0,0,0,3,4,65,87550,908102060
274,2,5,8842,7,1,0,3,1,1,3,381,0,1,4,992,1,4,6,0,3,4,3,1,2,60,0,7,0,56,155891,908102110
275,0,5,9825,7,1,0,3,1,3,4,0,4,0,4,1664,2,4,8,0,3,6,1,0,2,0,0,9,4,45,100000,908102130
277,5,5,11792,7,2,0,3,1,5,3,744,0,0,1,1120,1,1,5,0,3,4,3,2,1,0,0,9,0,62,87550,908102300
278,10,5,6305,7,0,0,3,1,5,0,1008,4,1,4,1096,1,4,5,1,1,4,3,1,2,0,0,9,4,35,125200,908103350
280,2,5,6410,7,2,0,3,1,5,3,960,0,1,4,960,1,4,5,0,3,6,1,0,2,0,0,9,4,52,90000,908203100
281,2,6,8546,7,2,0,3,2,2,3,1121,0,1,4,1121,2,4,5,0,3,0,2,2,2,132,64,9,4,7,140000,908208020
283,11,5,12180,7,2,0,3,0,2,3,672,1,0,0,924,1,1,5,0,3,4,3,1,2,0,0,9,4,69,87550,908226130
284,2,5,8562,7,1,145,3,1,5,0,1216,0,1,0,1526,1,4,7,1,2,1,3,1,2,116,78,9,4,53,144500,908275300
286,12,5,6858,24,0,0,3,2,2,3,806,4,0,1,1647,1,1,6,0,3,4,3,1,2,0,66,9,4,95,128000,909100110
287,1,5,8212,7,4,0,3,0,5,3,864,4,0,1,864,1,4,5,0,3,4,3,1,2,0,0,9,4,96,87550,909101070
288,5,5,5000,24,1,0,3,0,5,3,1026,4,1,4,1691,2,2,6,1,2,4,3,1,2,0,0,9,4,86,127000,909176140
289,1,5,7890,24,0,0,3,1,5,3,856,4,1,4,860,1,4,4,1,2,4,3,2,2,0,0,9,4,71,126000,909176150
290,0,4,7200,24,2,0,3,3,3,4,0,4,1,4,2462,3,4,10,0,3,6,1,0,2,0,0,9,4,43,160000,909177100
291,5,5,9839,24,1,0,3,2,5,3,894,0,1,4,1666,1,4,7,1,2,6,1,0,0,0,156,9,4,79,100000,909250030
293,5,5,10452,6,5,371,2,0,2,3,1528,0,1,4,2133,1,4,8,2,5,0,3,1,2,0,0,9,4,69,257500,909281080
295,12,5,9042,6,5,0,0,4,5,3,1152,0,1,4,2340,2,2,9,2,2,0,2,1,2,0,60,9,4,69,266500,909427230
296,2,5,17500,6,5,0,2,2,2,0,1902,4,1,4,1902,2,0,7,2,5,0,0,2,2,0,207,9,4,51,335000,909428280
297,10,5,19645,6,5,44,3,2,2,3,423,0,1,4,1652,2,2,6,0,3,2,2,2,2,0,0,9,4,16,203135,909452114
298,3,6,3907,1,8,0,2,1,2,1,982,2,1,4,1034,1,2,4,1,5,0,0,2,2,141,36,9,4,21,185000,909455030
299,3,6,3907,1,8,0,2,1,2,0,1191,2,1,4,1191,2,2,5,1,5,0,3,2,2,112,81,9,4,21,162500,909455040
301,5,6,5436,11,2,0,3,0,5,3,796,2,1,4,1154,1,2,7,0,3,4,3,1,0,0,96,9,4,88,125500,910202060
303,5,6,9140,11,0,0,3,0,5,2,629,1,1,4,1107,1,4,5,0,3,4,3,1,2,0,56,0,4,89,110000,910205120
304,5,1,7500,11,2,0,3,1,5,3,698,4,1,0,1128,1,4,6,0,3,4,2,2,2,30,0,0,0,90,87550,911128180
305,5,1,8712,11,2,0,3,4,5,2,859,2,1,4,1178,1,4,7,0,3,4,2,1,0,68,0,9,0,110,102776,911202100
306,2,1,8712,11,1,0,1,1,5,0,540,4,0,0,1044,1,1,4,0,3,1,3,2,0,0,0,9,2,58,87550,911204090
307,1,1,8712,11,2,0,1,1,5,3,756,2,1,4,952,1,4,5,0,3,4,2,1,0,0,0,9,2,114,87550,911204100
309,13,5,11050,14,8,0,2,2,2,3,1049,0,1,4,1916,2,2,8,1,5,0,3,3,2,0,70,9,4,12,254900,914467040
310,10,5,9620,14,0,0,3,1,5,3,1243,4,1,4,1285,2,2,6,1,1,0,3,2,2,375,26,9,4,33,190000,914475090
311,2,5,9196,14,5,0,2,2,0,3,1560,0,1,4,1560,2,2,7,0,3,0,0,2,2,100,150,9,4,7,201000,914476520
312,10,5,12328,14,0,335,3,1,5,0,1012,4,1,4,1034,1,4,6,0,3,0,3,3,2,0,0,9,4,34,169900,914478045
314,2,5,57200,26,1,0,3,1,5,0,747,4,1,4,1687,1,4,7,2,5,4,3,2,0,0,0,9,4,62,160000,916125360
316,2,5,9803,26,5,0,2,2,2,3,1214,0,1,4,1214,2,2,6,0,3,0,2,2,2,0,25,6,5,1,179781,916386020
317,13,5,9802,26,1,0,3,2,2,3,384,2,1,4,1444,2,4,7,0,3,2,0,2,2,100,0,9,4,4,174000,916386060
318,13,5,12003,26,8,84,2,2,0,3,774,0,1,4,1968,2,0,8,1,2,2,0,3,2,0,75,6,5,1,269500,916386090
319,13,5,11316,26,5,44,2,2,2,3,817,0,1,4,1894,2,2,8,1,2,2,0,2,2,0,40,9,4,8,214900,916455170
320,13,5,14191,26,8,0,2,2,2,3,967,0,1,4,1908,2,2,9,0,3,0,0,2,2,135,0,9,4,8,202900,916475110
321,2,5,13214,26,3,0,0,2,0,1,2002,0,1,4,2018,2,0,10,1,2,0,0,3,2,144,76,9,4,2,335000,921128020
322,2,5,15300,14,1,0,3,1,5,3,1068,4,1,4,1264,1,4,7,1,5,0,3,2,2,0,0,9,4,45,169000,923201020
324,0,5,9400,14,0,0,3,1,5,0,912,4,1,4,1824,2,4,8,0,3,6,1,0,2,128,0,9,4,39,139000,923204150
325,2,5,11875,14,1,0,3,2,2,3,1344,0,1,4,1344,2,4,7,1,2,0,3,2,2,328,0,9,4,11,166500,923205015
326,14,6,1974,13,2,0,3,1,5,3,546,4,1,4,1092,1,4,6,0,3,0,2,1,2,120,96,9,4,37,87550,923225300
328,14,6,2592,13,1,0,3,1,2,3,536,4,1,4,1112,1,4,4,0,3,0,3,1,2,182,0,9,4,34,87550,923225440
329,14,6,1476,13,2,0,3,1,5,3,546,0,1,4,1092,1,4,5,0,3,6,1,0,2,200,26,9,4,40,87550,923226250
330,8,6,1491,13,2,0,3,1,2,0,630,0,1,4,860,1,4,3,0,3,6,1,0,2,96,24,9,4,38,87550,923226320
332,14,6,1890,13,2,0,3,1,5,3,546,4,1,4,1092,1,4,5,0,3,0,3,1,2,0,0,9,4,38,87550,923228370
335,2,5,12887,14,1,0,3,1,2,2,833,4,1,4,860,1,2,5,0,3,0,3,2,2,431,0,9,4,26,149900,923276030
338,5,5,10544,14,1,0,3,1,5,0,864,4,1,4,1479,2,4,8,0,3,0,0,1,2,287,0,9,4,41,161000,924100050
342,2,5,10200,15,0,440,3,1,5,3,1434,4,1,4,1434,2,4,7,1,2,0,2,2,2,80,21,9,4,36,157000,526351100
345,13,5,11792,8,8,188,2,2,2,1,1008,0,1,4,2283,2,2,9,1,2,2,0,3,2,120,46,9,4,7,270000,527105130
346,10,5,8400,8,5,32,3,2,2,3,384,2,1,4,1628,2,4,7,1,5,2,0,2,2,48,72,9,4,14,189000,527107130
348,10,5,8530,8,5,22,3,2,2,3,384,2,1,4,1474,2,4,7,1,5,2,0,2,2,120,72,9,4,15,168500,527110020
350,3,5,5664,25,8,0,2,2,2,3,1501,0,1,4,1659,2,0,5,1,0,0,0,2,2,212,59,9,4,10,278000,527131030
351,3,5,7380,25,8,0,3,2,2,0,1418,0,1,4,1478,2,4,5,0,3,0,0,2,2,168,43,9,4,12,240000,527132090
352,3,5,8013,25,8,0,2,2,2,3,1587,0,1,4,1734,2,2,6,0,3,0,2,2,2,52,50,9,4,15,239500,527146010
353,10,5,8923,8,5,0,2,2,2,3,384,2,1,4,1382,2,4,7,1,5,2,0,2,2,256,0,9,4,12,177500,527161040
354,13,5,10141,8,5,40,3,2,2,3,832,2,1,4,1718,2,4,7,1,5,0,0,2,2,0,94,9,4,12,185000,527162110
355,13,5,7500,8,0,0,2,2,2,3,952,2,1,4,1636,2,4,7,1,5,0,0,2,2,0,84,9,4,12,191000,527162120
356,13,5,7837,8,0,0,2,2,2,3,799,2,1,4,1571,2,4,7,1,5,0,2,2,2,0,40,9,4,17,178000,527163040
359,2,5,7250,8,0,45,3,2,2,3,1181,0,1,4,1190,2,2,6,1,5,0,3,2,2,0,21,9,4,17,166000,527164020
360,13,5,9636,8,0,0,3,2,2,3,808,2,1,4,1593,2,4,7,1,5,2,2,2,2,342,40,9,4,18,178000,527164060
362,2,5,9248,8,0,106,3,2,2,3,1158,2,1,4,1167,2,2,6,0,3,0,2,2,2,120,26,9,4,18,173000,527165130
364,2,5,11851,8,5,0,3,2,2,3,1424,0,1,4,1442,2,4,5,0,3,0,2,2,2,0,34,9,4,20,180500,527180100
365,3,5,5814,25,8,0,2,1,2,0,1220,2,1,4,1360,1,2,4,1,0,0,2,2,2,63,0,0,0,26,187500,527182110
366,2,5,17423,25,3,748,0,2,0,3,2216,0,1,4,2234,2,0,9,1,2,0,0,3,2,0,60,6,5,2,335000,527214050
367,2,5,11844,25,8,464,2,2,0,2,2046,0,1,4,2046,2,2,7,1,2,0,0,3,2,322,82,6,5,2,335000,527254020
368,2,5,16158,25,5,16,2,2,0,0,1530,0,1,4,1530,2,2,7,1,2,0,0,2,2,168,36,9,4,5,260000,527258020
369,13,5,11900,8,1,157,3,2,2,3,1122,0,1,4,1934,2,4,6,1,5,0,3,2,1,0,176,9,4,33,185000,527276160
371,2,5,17043,19,0,0,3,1,2,3,1362,4,1,4,1586,2,4,7,1,5,0,3,2,2,192,0,9,4,31,181000,527302175
373,2,5,16635,19,0,126,2,1,2,3,1602,2,1,4,1602,2,2,8,1,5,0,0,2,2,240,0,9,4,33,215000,527326150
374,13,5,13250,19,5,256,3,1,2,3,832,4,1,4,2050,2,2,8,1,5,0,2,2,2,192,192,9,0,32,154000,527352150
375,2,5,10928,19,0,101,3,2,5,3,1427,4,1,4,1671,2,4,7,1,5,0,2,2,2,252,55,9,4,32,200000,527353020
376,13,5,12388,19,5,229,3,1,2,3,1043,4,1,4,2462,2,2,9,1,5,2,2,2,2,178,84,9,4,30,249000,527353060
377,10,5,14115,19,5,225,3,1,2,0,1372,4,1,4,1472,2,4,6,2,5,0,3,2,2,233,48,9,4,30,187500,527354100
378,2,5,11088,19,0,144,3,2,5,3,1140,2,1,4,1707,2,4,7,1,5,0,0,2,2,0,0,9,4,32,184000,527354200
380,2,5,11880,19,5,206,3,1,2,3,1271,4,1,4,1601,2,4,7,1,5,0,2,2,2,0,0,0,0,32,157000,527356040
381,2,5,10400,19,5,189,3,1,2,3,1090,4,1,4,1370,2,4,6,1,5,0,2,2,2,0,0,9,3,34,152000,527359050
383,13,2,7000,23,5,0,2,2,2,2,926,0,1,4,1884,2,0,7,1,0,0,2,2,2,0,35,9,4,7,240900,527364030
384,13,2,8004,23,8,110,2,2,2,3,832,0,1,4,1935,2,4,8,0,3,2,0,2,2,0,150,6,5,1,263435,527365030
385,13,2,7500,23,8,0,2,2,2,3,1058,0,1,4,1874,2,2,7,1,5,0,0,2,2,0,134,9,4,10,220000,527366030
386,13,2,8470,23,8,0,2,2,2,3,972,0,1,4,1811,2,2,7,1,2,0,2,2,2,225,48,9,4,8,235000,527368010
387,2,5,9373,19,1,161,3,1,2,0,1621,4,1,4,1621,2,4,7,2,1,0,2,2,2,0,0,9,4,35,213000,527375100
388,2,5,10140,19,0,196,3,1,5,3,1116,0,1,4,1116,2,4,6,1,5,0,2,2,2,0,0,9,4,36,167900,527375180
389,2,5,11050,19,5,0,3,1,5,3,1176,1,1,4,1193,2,4,5,1,5,0,3,2,2,40,0,9,4,35,158000,527375210
390,2,5,10140,19,0,174,3,1,2,3,1064,4,1,4,1350,2,4,7,1,5,0,2,2,2,0,0,9,4,36,165000,527376100
392,0,5,9000,15,1,0,3,1,2,3,896,4,1,4,1792,2,4,8,0,3,6,1,0,2,32,45,9,4,36,136000,527401160
394,2,5,7930,15,0,0,3,1,5,3,1026,2,1,4,1026,1,2,5,0,3,4,2,2,2,171,48,9,4,41,156000,527403040
395,2,5,7830,15,1,0,3,1,5,3,1180,4,1,4,1180,1,4,6,0,3,0,2,2,2,0,45,0,4,40,128000,527404020
397,2,5,7038,15,2,0,3,1,5,3,864,4,1,4,864,1,4,5,0,3,4,3,2,2,210,0,9,0,40,87550,527405130
398,2,5,6960,15,2,0,3,1,5,3,864,4,1,4,864,1,2,5,0,3,4,3,2,2,96,0,9,4,40,120500,527405160
400,2,5,10500,15,2,0,3,1,5,3,864,2,1,4,864,1,4,4,0,3,4,3,2,2,216,0,9,0,39,97000,527425060
402,14,6,1680,2,0,504,3,1,5,3,483,4,1,4,987,1,4,5,0,3,4,3,1,2,0,0,9,4,37,111000,527450280
403,14,6,2368,2,1,312,3,1,5,3,765,4,1,4,1365,1,4,7,0,3,0,3,2,2,0,36,9,4,40,125000,527451110
404,14,6,1680,2,1,142,3,1,5,3,630,4,1,4,1302,2,4,6,0,3,4,3,1,2,0,0,0,0,39,112000,527451320
405,14,6,1680,2,0,425,3,1,5,3,483,4,1,4,987,1,4,5,0,3,4,3,1,2,0,0,9,4,38,97000,527451540
406,14,6,1680,2,0,510,3,1,5,3,483,2,1,4,987,1,2,5,0,3,4,3,1,2,250,0,9,4,38,118000,527451640
409,14,5,2308,16,0,0,3,1,2,3,804,4,1,4,1548,2,4,7,1,5,4,2,2,2,108,0,9,4,34,146000,527453050
410,14,5,2280,16,0,0,3,1,2,3,855,4,1,4,1456,2,4,7,1,5,0,3,2,2,87,0,9,4,34,148500,527453060
411,3,5,2280,16,5,0,3,1,2,3,1057,4,1,4,1055,2,4,4,1,1,0,2,2,2,0,27,9,4,35,123000,527453140
412,14,5,2308,16,0,0,3,1,5,3,855,4,1,4,1322,2,4,6,1,1,0,3,2,2,260,0,9,4,36,147000,527454050
413,14,5,2349,16,0,0,3,1,2,3,855,4,1,4,1456,2,4,6,1,5,0,3,2,2,0,28,9,4,33,137900,527454130
418,2,5,7150,15,1,60,3,1,5,3,892,4,1,4,892,1,4,5,0,3,0,2,1,2,0,0,9,4,43,100000,527455240
420,2,5,12456,18,7,230,0,2,0,1,1700,0,1,4,1718,2,0,7,1,2,0,0,3,2,216,48,9,4,4,335000,528102040
421,13,5,14257,18,3,726,0,2,0,3,1776,0,1,4,2462,3,0,10,3,2,2,0,3,2,135,64,9,4,3,335000,528102140
422,13,5,13518,18,3,860,0,2,0,3,1926,0,1,4,2462,3,0,11,2,2,2,0,3,2,144,78,6,5,2,335000,528104070
423,2,5,15431,18,7,200,0,2,0,1,3094,0,1,4,2402,2,0,10,2,2,0,0,3,2,0,72,9,4,2,335000,528106020
425,2,5,14230,18,8,640,2,2,2,3,1566,0,1,4,1600,2,2,7,1,2,0,2,3,2,0,56,9,4,3,256300,528108010
426,2,5,12704,18,8,306,0,2,0,3,2042,0,1,4,2042,2,0,8,1,2,0,2,3,2,0,90,6,5,2,253293,528108020
427,13,5,12350,18,3,0,2,2,0,3,1365,0,1,4,2462,2,0,8,1,2,0,2,3,2,0,197,6,5,1,335000,528108040
428,13,5,11308,18,3,154,0,2,0,0,1104,0,1,4,2184,2,0,10,1,2,0,0,3,2,0,102,9,4,2,335000,528108070
429,2,5,12350,18,3,450,0,2,0,0,2020,0,1,4,2020,2,0,7,1,2,0,2,3,2,192,98,9,4,2,335000,528108130
430,2,5,12220,18,7,305,0,1,0,3,2006,0,1,4,2020,2,0,9,1,2,0,0,3,2,156,54,6,5,1,335000,528108140
432,2,5,13693,18,7,472,0,2,0,1,2630,0,1,4,2462,2,0,8,2,2,0,0,3,2,360,50,9,4,3,335000,528110020
433,13,5,13891,18,3,424,0,2,0,1,1734,0,1,4,2462,3,0,12,1,2,2,2,3,2,52,170,6,5,2,335000,528110090
434,2,5,11578,18,3,302,0,2,0,3,1736,0,1,4,1736,2,0,7,1,2,0,2,3,2,319,90,9,4,2,335000,528112040
435,2,5,16870,18,8,238,2,2,0,1,1782,0,1,4,1782,2,2,7,2,2,0,0,3,2,99,82,9,4,6,296000,528116010
437,2,5,11146,18,8,250,2,2,0,0,1709,0,1,4,1717,2,2,7,1,2,0,2,3,2,169,39,9,4,4,255500,528120020
438,2,5,10367,18,3,284,0,2,0,2,1739,0,1,4,1743,2,0,8,1,2,0,2,3,2,168,45,4,4,2,335000,528120030
439,2,5,9591,18,8,262,2,2,0,0,1713,0,1,4,1713,2,0,7,1,2,0,0,3,2,0,26,9,4,6,274900,528120160
440,2,5,10872,18,3,122,2,2,0,0,1504,0,1,4,1531,2,0,6,1,2,0,0,3,2,184,52,9,4,4,300000,528120170
441,2,5,13514,18,3,285,0,2,0,3,1774,0,1,4,1808,2,0,7,1,2,0,0,3,2,200,26,9,4,2,324000,528138010
442,13,5,8834,18,3,216,2,2,0,3,1462,0,1,4,2224,2,0,10,1,2,0,0,3,2,184,0,9,4,6,335000,528142040
443,2,5,11362,18,8,42,2,2,0,2,1836,0,1,4,1836,2,2,7,1,2,0,0,3,2,125,185,9,4,6,280000,528142090
444,2,5,10655,18,8,296,2,2,2,3,3206,0,1,4,1629,2,2,7,1,2,0,2,3,2,0,0,9,4,7,284000,528142130
445,2,5,12878,18,5,418,2,2,2,3,1760,0,1,4,1760,2,2,8,1,2,0,0,2,2,165,190,9,4,7,269500,528142150
446,2,5,9541,18,5,268,2,2,2,3,1502,0,1,4,1502,2,2,7,0,3,0,2,2,2,0,114,6,5,1,233170,528144020
447,2,5,13472,18,7,922,0,2,0,1,2392,0,1,4,2392,2,0,8,1,0,0,0,3,2,248,105,9,4,7,335000,528166060
448,2,5,15274,18,3,724,2,2,0,3,2452,0,1,4,2452,2,0,10,1,2,0,0,3,2,0,116,9,4,7,335000,528166090
449,13,5,13262,18,8,186,2,2,2,3,1082,0,1,4,2400,3,2,10,1,2,2,0,3,2,114,40,9,4,7,290000,528168030
450,2,5,9658,18,8,383,2,2,2,3,1598,2,1,4,1606,2,2,6,1,2,0,2,3,2,230,60,9,4,4,255900,528172060
453,3,5,5122,18,0,135,2,2,2,0,1306,0,1,4,1306,2,2,5,1,2,0,2,2,2,170,63,9,4,5,184500,528174070
455,3,5,5001,18,5,166,2,2,2,3,1314,0,1,4,1314,2,2,6,1,2,0,2,2,2,172,62,9,4,3,230000,528175060
456,2,5,14836,18,7,730,0,2,0,1,2492,0,1,4,2462,2,0,8,1,0,0,0,3,2,226,235,9,0,6,335000,528176030
457,2,5,15262,18,8,470,2,2,0,1,2200,0,1,4,2200,2,0,8,1,2,0,0,3,2,208,55,9,4,7,335000,528178010
458,3,5,7390,18,3,308,0,2,0,3,1884,0,1,4,1884,2,0,6,1,2,0,0,2,2,231,90,6,5,2,320000,528180120
459,3,5,6472,18,3,500,0,2,0,3,1451,0,1,4,1456,2,0,6,1,2,0,2,2,2,192,42,9,4,2,248500,528180130
460,2,5,16770,18,8,270,2,2,0,1,1712,0,1,4,1712,2,2,8,1,2,0,2,3,2,218,183,9,4,8,286500,528186010
461,3,5,6240,18,8,176,2,2,2,3,1324,0,1,4,1324,2,2,6,1,2,0,0,2,2,192,38,9,4,4,254000,528186180
462,3,5,3480,18,5,163,2,2,2,3,1405,0,1,4,1405,2,2,6,1,5,0,2,2,2,148,36,9,4,7,173000,528188020
463,14,5,2268,18,5,106,2,2,2,3,764,0,1,4,1626,2,2,6,0,3,2,2,2,2,0,27,9,4,7,173000,528188060
464,13,5,10928,8,5,0,2,2,2,3,728,0,1,4,1456,2,2,8,1,2,0,0,2,2,100,0,9,4,5,184000,528218090
465,13,5,8918,8,0,0,2,2,2,0,745,0,1,4,1490,2,2,7,1,2,0,0,2,2,36,20,9,4,5,167800,528220040
466,13,5,12589,8,0,0,2,2,2,3,742,0,1,4,1484,2,2,8,1,2,0,0,2,2,36,24,9,4,5,174000,528221060
468,3,5,3684,0,5,130,2,2,2,3,1373,0,1,4,1555,2,2,7,1,5,0,0,3,2,143,20,9,4,3,174000,528228290
469,3,5,3635,0,5,130,2,2,2,3,1386,0,1,4,1569,2,2,7,1,5,0,2,3,2,143,20,9,4,3,175900,528228295
470,3,5,3182,0,5,16,2,2,2,0,1373,0,1,4,1555,2,2,7,1,5,0,0,2,2,143,20,9,4,5,192500,528228435
472,3,5,3182,0,5,16,2,2,2,0,1220,0,1,4,1220,2,2,5,1,2,0,0,2,2,100,16,9,4,5,180000,528228455
473,3,5,3182,0,5,11,2,2,2,3,1145,0,1,4,1145,2,2,5,1,2,0,0,2,2,100,16,9,4,5,160200,528228460
474,13,5,7795,8,5,0,2,2,2,3,716,0,1,4,1432,2,2,6,1,2,0,0,2,2,100,51,9,4,6,188500,528235010
475,13,5,8068,8,0,0,2,2,2,3,1010,0,1,4,2267,2,2,8,1,5,2,2,2,2,120,46,4,4,8,200000,528235090
476,10,5,9434,8,5,0,2,2,2,2,384,0,1,4,1374,2,2,6,1,2,2,0,2,2,100,0,9,4,6,170000,528235200
477,13,5,7984,8,5,200,2,2,2,3,868,0,1,4,1630,2,2,7,1,2,2,0,2,2,120,48,9,4,6,189500,528240030
478,10,5,7750,8,8,0,2,2,2,3,408,0,1,4,1419,2,2,7,1,5,2,0,2,2,120,0,9,4,8,184100,528240060
481,13,5,8174,8,5,0,2,2,2,3,698,0,1,4,1342,2,2,7,1,5,0,0,2,2,100,56,9,4,7,178000,528250040
482,3,5,5063,18,5,166,2,2,2,3,1314,0,1,4,1314,2,2,6,1,2,0,2,2,2,172,62,5,4,3,207500,528253010
485,13,5,12224,8,0,40,2,2,2,3,992,0,1,4,2054,2,2,7,1,5,2,2,2,2,24,48,9,4,10,244000,528280230
487,13,5,8123,8,0,16,3,2,2,3,982,0,1,4,1800,2,4,7,1,5,0,0,2,2,100,63,9,4,10,179000,528290120
488,13,5,8433,8,0,0,3,2,2,3,794,0,1,4,1514,2,4,7,1,5,0,0,2,2,0,72,9,4,10,190000,528290180
489,10,5,7750,8,5,0,3,2,2,3,384,0,1,4,1430,2,4,7,1,5,2,2,2,2,0,0,9,4,11,156000,528290190
490,13,5,15896,8,5,210,2,2,2,3,1177,0,1,4,2312,2,2,8,1,5,2,0,3,2,298,0,9,4,11,245000,528292030
492,13,5,8755,8,5,298,2,2,2,3,992,0,1,4,2060,2,2,8,1,5,2,2,2,2,0,0,9,4,11,214000,528292070
493,10,5,7848,8,5,0,3,2,5,3,384,0,1,4,1430,2,4,7,1,5,2,0,2,2,0,0,9,4,11,168000,528294050
496,13,5,12720,17,8,150,2,2,2,2,1455,0,1,4,2462,2,2,10,2,5,2,2,3,2,252,30,9,4,10,327000,528327070
497,13,5,16545,17,8,731,2,2,2,2,1284,0,1,4,2450,2,2,7,1,5,0,0,3,2,0,126,9,4,12,335000,528344040
499,13,5,10208,17,5,921,2,2,2,3,1264,0,1,4,2344,2,2,7,1,5,0,2,3,2,220,0,9,4,14,265000,528354050
500,2,5,10750,17,8,634,2,2,2,0,2024,0,1,4,2063,2,2,7,2,2,0,0,3,2,182,56,9,4,16,315000,528363050
502,13,5,9085,17,5,286,2,2,2,3,1070,0,1,4,2061,2,2,7,1,5,0,0,2,2,296,102,9,4,15,260000,528385050
503,13,5,11692,17,8,372,2,2,2,3,1173,0,1,4,2232,2,2,8,1,5,0,2,2,2,173,165,9,4,17,263550,528387030
505,13,5,29959,17,5,0,2,2,2,3,973,0,1,4,1850,2,2,7,1,2,2,0,2,2,168,98,9,4,16,248000,528390210
507,2,5,11194,23,8,240,2,2,2,2,1696,0,1,4,1696,2,2,7,0,3,0,2,3,2,120,56,9,4,2,275000,528431020
509,2,5,9262,23,8,194,2,2,2,3,1573,0,1,4,1578,2,0,7,1,2,0,0,3,2,0,36,6,5,2,287090,528435030
510,2,5,10130,23,8,260,2,2,2,0,1702,0,1,4,1702,2,2,7,1,2,0,2,3,2,0,69,9,4,3,275500,528435050
511,2,5,9139,23,8,206,2,2,0,0,1422,0,1,4,1432,2,2,7,1,2,0,0,2,2,297,50,9,4,4,245000,528439060
512,13,5,9675,23,5,0,2,2,2,2,1113,0,1,4,1971,2,2,8,1,2,0,2,2,2,0,48,9,4,5,253000,528441020
513,2,5,11128,23,3,198,0,2,0,1,2458,0,1,4,2462,2,0,9,2,2,0,0,3,2,70,226,9,4,5,335000,528441090
515,13,2,9000,23,8,0,2,2,2,3,768,0,1,4,1590,2,2,6,0,3,0,2,2,2,0,30,9,4,2,210000,528456220
517,2,2,7993,23,5,0,2,2,0,3,1436,0,1,4,1436,2,2,6,0,3,0,0,2,2,0,121,6,5,2,225000,528458020
518,2,2,8640,23,8,72,2,2,2,2,1300,0,1,4,1314,2,2,6,0,3,0,2,2,2,135,112,6,5,1,229456,528458040
522,2,2,7500,23,8,238,2,2,2,3,1372,0,1,4,1448,2,2,6,1,2,0,2,2,2,0,140,9,4,4,238500,528458180
523,13,2,11003,23,7,160,0,2,0,0,1017,0,1,4,2007,2,0,10,1,0,0,0,3,2,168,52,9,4,2,310000,528477050
525,13,2,10574,23,8,0,2,2,2,2,1082,0,1,4,1953,2,2,9,1,2,0,2,3,2,160,50,9,4,5,252000,528480040
529,13,2,9375,23,5,0,2,2,2,3,912,0,1,4,2094,2,2,8,1,2,2,0,2,2,182,182,9,4,7,263000,528482130
530,2,2,7500,23,5,0,2,2,2,3,1221,0,1,4,1221,2,2,6,0,3,0,2,2,2,0,113,9,4,6,185000,528488100
533,2,5,9605,22,5,0,2,2,2,3,1218,0,1,4,1218,1,2,6,0,3,4,2,2,2,0,178,9,4,3,159000,531363010
536,13,5,10628,22,5,0,2,2,2,1,835,0,1,4,1812,2,2,8,0,3,2,2,2,2,146,91,9,4,6,193000,531369010
537,2,5,10141,22,8,264,2,2,2,1,1512,0,1,4,1512,2,2,6,0,3,0,2,3,2,210,36,9,4,6,203000,531369020
538,2,5,10083,22,5,0,2,2,2,3,1176,0,1,4,1200,2,2,5,0,3,0,2,2,2,0,41,9,4,7,184900,531371050
539,2,5,13072,22,5,0,2,2,2,3,1114,0,1,4,1114,1,2,6,0,3,4,3,2,2,248,102,9,4,6,159000,531375040
540,2,5,13072,22,1,0,3,2,2,3,1114,0,1,4,1114,1,2,6,0,3,6,1,0,2,0,39,9,4,6,142000,531375090
541,2,5,12450,22,1,0,3,2,2,3,1114,0,1,4,1114,2,2,6,0,3,4,3,2,2,0,42,9,4,7,153000,531375130
542,2,5,7328,22,5,140,2,2,2,3,1450,0,1,4,1450,2,2,6,0,3,0,2,3,2,0,93,6,5,2,224243,531376090
543,13,5,11492,22,5,132,2,2,2,3,913,0,1,4,2122,2,2,8,1,5,0,2,2,2,0,74,9,4,14,220000,531379050
544,2,5,10994,22,8,366,2,2,2,3,1844,0,1,4,1844,2,2,7,1,2,0,0,2,2,165,44,0,0,5,257000,531382070
546,13,5,7703,22,0,0,2,2,2,3,816,0,1,4,1730,2,2,6,0,3,0,2,2,2,0,91,9,4,18,171500,531450120
548,3,5,7175,22,0,0,2,2,2,3,1332,2,1,4,1332,2,2,5,0,3,0,2,2,2,0,60,9,4,20,145000,531452070
551,0,5,8250,22,0,0,3,3,3,4,0,4,1,4,1882,2,4,8,2,5,0,3,2,2,0,0,9,4,29,160000,531475220
