,MS_SubClass,MS_Zoning,Neighborhood,Overall_Qual,Mas_Vnr_Area,Exter_Qual,Foundation,Bsmt_Qual,Bsmt_Exposure,Total_Bsmt_SF,Heating_QC,Central_Air,Electrical,Gr_Liv_Area,Full_Bath,Half_Bath,Kitchen_Qual,TotRms_AbvGrd,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Cars,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Sale_Type,Sale_Condition,Latitude,Age_of_Property,Sale_Price,PID
259,2,5,5,1,0,2,1,2,3,1026,0,1,4,1026,1,1,4,5,0,3,0,3,1,2,316,85,9,4,42.022186,33,150000,907200280
260,13,5,5,0,153,3,1,2,3,689,0,1,4,1392,1,1,4,6,0,3,0,0,1,2,0,36,9,4,42.022045,33,161750,907200290
261,2,5,5,1,0,3,1,5,0,894,4,1,4,894,1,0,4,5,0,3,0,3,1,2,365,0,9,4,42.021395,34,128200,907200340
263,2,5,5,8,320,2,2,2,3,1978,0,1,4,1978,2,1,2,8,1,2,0,2,3,2,188,25,9,4,42.018662,7,318000,907250030
264,2,5,5,8,479,2,2,2,0,1581,0,1,4,1601,2,0,2,6,1,5,0,2,2,2,180,0,9,4,42.019069,9,272000,907252120
265,13,5,5,5,223,2,2,2,3,941,0,1,4,1829,2,1,2,7,1,5,0,2,2,2,192,39,9,4,42.016121,7,237000,907262050
267,2,5,5,5,442,3,2,2,3,1649,0,1,4,1661,2,0,2,6,0,3,0,2,2,2,0,34,9,4,42.017749,12,224900,907290040
268,3,6,5,0,170,2,2,2,0,848,0,1,4,861,1,0,2,4,0,3,0,0,2,2,140,0,9,4,42.016275,7,143750,907290170
269,3,6,5,0,169,2,2,2,0,848,0,1,4,861,1,0,2,3,0,3,0,2,2,2,160,0,9,4,42.016253,6,143000,907290240
270,2,5,5,8,171,2,2,2,0,1657,0,1,4,1668,2,0,2,8,1,5,0,0,2,2,0,262,9,4,42.01404,7,232000,907401090
271,2,5,5,5,109,2,2,2,0,1473,0,1,4,1484,2,0,2,7,0,3,0,2,2,2,0,35,9,4,42.014092,6,213000,907410080
272,2,5,5,5,98,2,2,2,0,1414,0,1,4,1414,2,0,2,6,0,3,0,2,2,2,132,105,9,4,42.014023,6,185500,907414030
274,2,5,7,1,0,3,1,1,3,381,0,1,4,992,1,0,4,6,0,3,4,3,1,2,60,0,7,0,42.021245,56,155891,908102110
276,2,5,7,1,0,3,1,2,1,1196,4,1,4,1196,1,0,4,6,0,3,0,2,1,2,257,0,9,4,42.020635,42,144000,908102170
277,5,5,7,2,0,3,1,5,3,744,0,0,1,1120,1,0,1,5,0,3,4,3,2,1,0,0,9,0,42.021163,62,87000,908102300
278,10,5,7,0,0,3,1,5,0,1008,4,1,4,1096,1,0,4,5,1,1,4,3,1,2,0,0,9,4,42.020306,35,125200,908103350
279,10,5,7,0,0,3,1,5,0,1029,4,1,4,1117,1,0,4,6,1,5,4,3,2,2,144,0,9,0,42.019849,34,107000,908152080
280,2,5,7,2,0,3,1,5,3,960,0,1,4,960,1,0,4,5,0,3,6,1,0,2,0,0,9,4,42.019629,52,90000,908203100
281,2,6,7,2,0,3,2,2,3,1121,0,1,4,1121,2,0,4,5,0,3,0,2,2,2,132,64,9,4,42.020196,7,140000,908208020
282,5,5,7,0,0,3,1,5,3,735,4,1,0,1487,1,1,4,7,1,2,4,3,1,2,0,140,9,4,42.021793,65,113000,908225320
283,11,5,7,2,0,3,0,2,3,672,1,0,0,924,1,0,1,5,0,3,4,3,1,2,0,0,9,4,42.021583,69,87000,908226130
284,2,5,7,1,145,3,1,5,0,1216,0,1,0,1526,1,0,4,7,1,2,1,3,1,2,116,78,9,4,42.017726,53,144500,908275300
285,1,5,24,1,203,3,0,5,2,1107,1,0,0,1296,2,0,1,5,1,2,4,3,1,2,0,0,9,4,42.022674,86,104000,909100080
287,1,5,7,4,0,3,0,5,3,864,4,0,1,864,1,0,4,5,0,3,4,3,1,2,0,0,9,4,42.022089,96,87000,909101070
288,5,5,24,1,0,3,0,5,3,1026,4,1,4,1691,2,0,2,6,1,2,4,3,1,2,0,0,9,4,42.017737,86,127000,909176140
289,1,5,24,0,0,3,1,5,3,856,4,1,4,861,1,0,4,4,1,2,4,3,2,2,0,0,9,4,42.0177987,71,126000,909176150
292,5,5,24,0,0,3,2,5,3,804,0,1,4,2447,2,0,2,10,1,2,4,3,1,2,272,0,9,4,42.019093,91,169000,909250060
293,5,5,6,5,371,2,0,2,3,1528,0,1,4,2133,1,1,4,8,2,5,0,3,1,2,0,0,9,4,42.016226,69,257500,909281080
295,12,5,6,5,0,0,4,5,3,1152,0,1,4,2340,2,0,2,9,2,2,0,2,1,2,0,60,9,4,42.014682,69,266500,909427230
296,2,5,6,5,0,2,2,2,0,1902,4,1,4,1902,2,0,0,7,2,5,0,0,2,2,0,207,9,4,42.011005,51,335000,909428280
298,3,6,1,8,0,2,1,2,1,982,2,1,4,1034,1,0,2,4,1,5,0,0,2,2,141,36,9,4,42.009345,21,185000,909455030
299,3,6,1,8,0,2,1,2,0,1191,2,1,4,1191,2,0,2,5,1,5,0,3,2,2,112,81,9,4,42.009337,21,162500,909455040
300,2,5,6,5,0,3,1,5,3,1501,4,1,4,1801,2,0,4,6,2,5,0,0,2,2,0,54,9,4,42.010797,51,289000,909475140
301,5,6,11,2,0,3,0,5,3,796,2,1,4,1154,1,0,2,7,0,3,4,3,1,0,0,96,9,4,42.022772,88,125500,910202060
302,1,6,11,6,0,3,0,5,3,480,4,1,4,861,1,0,4,4,0,3,4,3,1,0,0,0,5,4,42.021414,69,87000,910203250
304,5,1,11,2,0,3,1,5,3,698,4,1,0,1128,1,0,4,6,0,3,4,2,2,2,30,0,0,0,42.021456,90,87000,911128180
305,5,1,11,2,0,3,4,5,2,859,2,1,4,1178,1,0,4,7,0,3,4,2,1,0,68,0,9,0,42.022653,110,102776,911202100
306,2,1,11,1,0,1,1,5,0,540,4,0,0,1044,1,0,1,4,0,3,1,3,2,0,0,0,9,2,42.021327,58,87000,911204090
308,3,6,6,8,186,2,2,0,1,1594,0,1,4,1646,2,0,2,5,1,2,0,0,2,2,128,53,9,4,42.008687,6,246000,911370510
309,13,5,14,8,0,2,2,2,3,1049,0,1,4,1916,2,1,2,8,1,5,0,3,3,2,0,70,9,4,41.99706,12,254900,914467040
311,2,5,14,5,0,2,2,0,3,1560,0,1,4,1560,2,0,2,7,0,3,0,0,2,2,100,150,9,4,41.996065,7,201000,914476520
312,10,5,14,0,335,3,1,5,0,1012,4,1,4,1034,1,0,4,6,0,3,0,3,3,2,0,0,9,4,41.994784,34,169900,914478045
314,2,5,26,1,0,3,1,5,0,747,4,1,4,1687,1,0,4,7,2,5,4,3,2,0,0,0,9,4,41.997741,62,160000,916125360
316,2,5,26,5,0,2,2,2,3,1214,0,1,4,1214,2,0,2,6,0,3,0,2,2,2,0,25,6,5,41.995278,1,179781,916386020
317,13,5,26,1,0,3,2,2,3,384,2,1,4,1444,2,1,4,7,0,3,2,0,2,2,100,0,9,4,41.994284,4,174000,916386060
318,13,5,26,8,84,2,2,0,3,774,0,1,4,1968,2,1,0,8,1,2,2,0,3,2,0,75,6,5,41.99353,1,269500,916386090
319,13,5,26,5,44,2,2,2,3,817,0,1,4,1894,2,1,2,8,1,2,2,0,2,2,0,40,9,4,41.995489,8,214900,916455170
320,13,5,26,8,0,2,2,2,3,967,0,1,4,1908,2,1,2,9,0,3,0,0,2,2,135,0,9,4,41.99435,8,202900,916475110
322,2,5,14,1,0,3,1,5,3,1068,4,1,4,1264,1,0,4,7,1,5,0,3,2,2,0,0,9,4,41.99321,45,169000,923201020
324,0,5,14,0,0,3,1,5,0,912,4,1,4,1824,2,2,4,8,0,3,6,1,0,2,128,0,9,4,41.993253,39,139000,923204150
325,2,5,14,1,0,3,2,2,3,1344,0,1,4,1344,2,0,4,7,1,2,0,3,2,2,328,0,9,4,41.991004,11,166500,923205015
326,14,6,13,2,0,3,1,5,3,546,4,1,4,1092,1,1,4,6,0,3,0,2,1,2,120,96,9,4,41.991861,37,87000,923225300
328,14,6,13,1,0,3,1,2,3,536,4,1,4,1112,1,1,4,4,0,3,0,3,1,2,182,0,9,4,41.991876,34,87000,923225440
329,14,6,13,2,0,3,1,5,3,546,0,1,4,1092,1,1,4,5,0,3,6,1,0,2,200,26,9,4,41.992212,40,87000,923226250
331,14,6,13,2,0,3,1,5,3,546,0,1,4,1092,1,1,4,5,0,3,6,1,0,2,0,0,9,4,41.9917,40,88250,923228270
332,14,6,13,2,0,3,1,5,3,546,4,1,4,1092,1,1,4,5,0,3,0,3,1,2,0,0,9,4,41.991824,38,87000,923228370
334,2,5,14,1,189,3,1,5,3,1188,4,1,4,1188,1,0,4,6,0,3,0,3,1,1,261,39,9,4,41.988729,48,157900,923251080
335,2,5,14,1,0,3,1,2,2,833,4,1,4,861,1,0,2,5,0,3,0,3,2,2,431,0,9,4,41.9889358,26,149900,923276030
336,0,5,14,1,0,3,2,5,3,1216,2,1,4,2432,4,2,4,10,0,3,0,3,2,2,200,0,9,4,41.98766,25,159000,923276250
340,13,5,14,0,0,2,2,2,2,1152,0,1,4,1797,2,1,2,7,1,1,0,0,2,2,162,312,9,4,41.989185,17,231000,924152030
341,2,5,15,0,0,3,1,1,3,882,4,1,4,882,1,0,4,5,0,3,0,3,1,2,0,0,9,4,42.0530363,54,124500,526302110
342,2,5,15,0,440,3,1,5,3,1434,4,1,4,1434,2,0,4,7,1,2,0,2,2,2,80,21,9,4,42.05139,36,157000,526351100
343,10,5,15,8,0,2,1,2,1,1952,2,1,4,2480,2,1,0,9,3,5,0,0,2,2,269,111,9,4,42.049322,38,345000,526355080
344,13,5,8,0,0,3,2,2,3,945,0,1,4,1608,2,1,4,7,1,5,0,0,2,2,252,30,9,4,42.059956,13,189500,527105070
345,13,5,8,8,188,2,2,2,1,1008,0,1,4,2283,2,1,2,9,1,2,2,0,3,2,120,46,9,4,42.063294,7,270000,527105130
346,10,5,8,5,32,3,2,2,3,384,2,1,4,1628,2,1,4,7,1,5,2,0,2,2,48,72,9,4,42.060896,14,189000,527107130
348,10,5,8,5,22,3,2,2,3,384,2,1,4,1474,2,1,4,7,1,5,2,0,2,2,120,72,9,4,42.060598,15,168500,527110020
349,3,5,25,8,0,2,2,0,0,2208,0,1,4,2480,2,0,2,8,1,2,0,0,2,2,182,57,9,4,42.062903,6,345474,527127100
351,3,5,25,8,0,3,2,2,0,1418,0,1,4,1478,2,0,4,5,0,3,0,0,2,2,168,43,9,4,42.061633,12,240000,527132090
353,10,5,8,5,0,2,2,2,3,384,2,1,4,1382,2,1,4,7,1,5,2,0,2,2,256,0,9,4,42.059283,12,177500,527161040
354,13,5,8,5,40,3,2,2,3,832,2,1,4,1718,2,1,4,7,1,5,0,0,2,2,0,94,9,4,42.059129,12,185000,527162110
355,13,5,8,0,0,2,2,2,3,952,2,1,4,1636,2,1,4,7,1,5,0,0,2,2,0,84,9,4,42.059161,12,191000,527162120
356,13,5,8,0,0,2,2,2,3,799,2,1,4,1571,2,1,4,7,1,5,0,2,2,2,0,40,9,4,42.058274,17,178000,527163040
357,13,5,8,0,68,0,2,2,3,680,2,1,4,1470,2,1,4,6,1,5,2,0,2,2,232,63,9,4,42.058059,17,185000,527163070
358,13,5,8,0,0,3,2,2,3,707,2,1,4,1516,2,1,2,7,1,5,0,0,2,2,0,46,9,4,42.059645,16,181316,527163130
360,13,5,8,0,0,3,2,2,3,808,2,1,4,1593,2,1,4,7,1,5,2,2,2,2,342,40,9,4,42.05793,18,178000,527164060
361,13,5,8,0,0,3,2,2,3,702,2,1,4,1481,2,1,4,6,1,5,0,0,2,2,0,36,9,4,42.058173,16,174000,527164090
362,2,5,8,0,106,3,2,2,3,1158,2,1,4,1167,2,0,2,6,0,3,0,2,2,2,120,26,9,4,42.057854,18,173000,527165130
363,13,5,8,5,344,2,2,2,3,978,0,1,4,1983,2,1,2,9,1,5,0,0,2,2,0,0,9,4,42.058201,11,225000,527166010
365,3,5,25,8,0,2,1,2,0,1220,2,1,4,1360,1,0,2,4,1,0,0,2,2,2,63,0,0,0,42.059242,26,187500,527182110
366,2,5,25,3,748,0,2,0,3,2216,0,1,4,2234,2,0,0,9,1,2,0,0,3,2,0,60,6,5,42.060265,2,345474,527214050
367,2,5,25,8,464,2,2,0,2,2046,0,1,4,2046,2,1,2,7,1,2,0,0,3,2,322,82,6,5,42.059817,2,345474,527254020
368,2,5,25,5,16,2,2,0,0,1530,0,1,4,1530,2,0,2,7,1,2,0,0,2,2,168,36,9,4,42.058439,5,260000,527258020
369,13,5,8,1,157,3,2,2,3,1122,0,1,4,1934,2,1,4,6,1,5,0,3,2,1,0,176,9,4,42.056796,33,185000,527276160
370,13,5,19,5,278,2,1,2,3,845,4,1,4,2353,2,1,0,10,1,5,0,2,2,2,288,195,9,4,42.053532,30,260000,527301320
372,2,5,19,5,209,3,1,5,3,1386,4,1,4,1411,2,0,4,6,1,5,0,0,2,2,192,0,9,3,42.055081,33,87000,527326040
373,2,5,19,0,126,2,1,2,3,1602,2,1,4,1602,2,0,2,8,1,5,0,0,2,2,240,0,9,4,42.055572,33,215000,527326150
374,13,5,19,5,256,3,1,2,3,832,4,1,4,2050,2,1,2,8,1,5,0,2,2,2,192,192,9,0,42.05184,32,154000,527352150
375,2,5,19,0,101,3,2,5,3,1427,4,1,4,1671,2,0,4,7,1,5,0,2,2,2,252,55,9,4,42.052507,32,200000,527353020
377,10,5,19,5,225,3,1,2,0,1372,4,1,4,1472,2,0,4,6,2,5,0,3,2,2,233,48,9,4,42.052719,30,187500,527354100
378,2,5,19,0,144,3,2,5,3,1140,2,1,4,1707,2,0,4,7,1,5,0,0,2,2,0,0,9,4,42.05288,32,184000,527354200
381,2,5,19,5,189,3,1,2,3,1090,4,1,4,1370,2,0,4,6,1,5,0,2,2,2,0,0,9,3,42.0496539,34,152000,527359050
382,13,5,19,1,44,3,1,5,3,780,0,1,4,1868,2,1,2,9,1,5,0,3,2,2,448,96,9,4,42.049394,34,197500,527359180
384,13,2,23,8,110,2,2,2,3,832,0,1,4,1935,2,1,4,8,0,3,2,0,2,2,0,150,6,5,42.051619,1,263435,527365030
386,13,2,23,8,0,2,2,2,3,972,0,1,4,1811,2,1,2,7,1,2,0,2,2,2,225,48,9,4,42.049406,8,235000,527368010
387,2,5,19,1,161,3,1,2,0,1621,4,1,4,1621,2,0,4,7,2,1,0,2,2,2,0,0,9,4,42.053166,35,213000,527375100
388,2,5,19,0,196,3,1,5,3,1116,0,1,4,1116,2,0,4,6,1,5,0,2,2,2,0,0,9,4,42.052355,36,167900,527375180
390,2,5,19,0,174,3,1,2,3,1064,4,1,4,1350,2,0,4,7,1,5,0,2,2,2,0,0,9,4,42.05267,36,165000,527376100
391,10,5,19,0,333,3,1,5,3,689,4,1,4,2119,2,1,4,7,1,5,0,2,2,2,0,104,0,0,42.04891,38,158000,527378140
393,2,5,15,1,76,3,1,5,3,1002,4,1,4,1002,1,0,4,5,0,3,4,3,2,2,0,0,9,4,42.054626,40,148500,527402220
399,2,5,15,2,0,3,1,5,3,864,0,1,4,864,1,0,4,5,0,3,4,3,2,2,0,0,9,4,42.053307,40,124500,527405180
400,2,5,15,2,0,3,1,5,3,864,2,1,4,864,1,0,4,4,0,3,4,3,2,2,216,0,9,0,42.0564419,39,97000,527425060
401,2,5,15,2,0,3,1,5,3,864,2,1,4,864,1,0,4,5,0,3,4,3,2,2,200,0,9,4,42.056461,39,130000,527425110
402,14,6,2,0,504,3,1,5,3,483,4,1,4,987,1,1,4,5,0,3,4,3,1,2,0,0,9,4,42.052758,37,111000,527450280
404,14,6,2,1,142,3,1,5,3,630,4,1,4,1302,2,1,4,6,0,3,4,3,1,2,0,0,0,0,42.051683,39,112000,527451320
405,14,6,2,0,425,3,1,5,3,483,4,1,4,987,1,1,4,5,0,3,4,3,1,2,0,0,9,4,42.051661,38,97000,527451540
406,14,6,2,0,510,3,1,5,3,483,2,1,4,987,1,1,2,5,0,3,4,3,1,2,250,0,9,4,42.051823,38,118000,527451640
407,14,6,2,1,268,3,1,5,3,630,4,1,4,1302,2,1,4,6,0,3,4,3,1,2,185,0,9,4,42.051822,38,119500,527451650
408,3,5,16,0,0,3,1,2,3,958,4,1,4,958,2,0,4,5,0,3,0,2,2,2,0,60,9,4,42.050615,34,143750,527452060
409,14,5,16,0,0,3,1,2,3,804,4,1,4,1548,2,1,4,7,1,5,4,2,2,2,108,0,9,4,42.050705,34,146000,527453050
410,14,5,16,0,0,3,1,2,3,855,4,1,4,1456,2,1,4,7,1,5,0,3,2,2,87,0,9,4,42.050705,34,148500,527453060
411,3,5,16,5,0,3,1,2,3,1057,4,1,4,1055,2,0,4,4,1,1,0,2,2,2,0,27,9,4,42.050682,35,123000,527453140
412,14,5,16,0,0,3,1,5,3,855,4,1,4,1322,2,1,4,6,1,1,0,3,2,2,260,0,9,4,42.050533,36,147000,527454050
415,14,5,16,0,0,3,1,5,3,855,4,1,4,1441,2,1,4,7,1,5,0,3,2,2,28,0,9,4,42.050134,32,148500,527455060
416,14,5,16,0,0,2,1,2,3,855,4,1,4,1456,2,1,4,6,1,5,0,0,2,2,147,0,9,4,42.050222,32,138000,527455080
418,2,5,15,1,60,3,1,5,3,892,4,1,4,892,1,0,4,5,0,3,0,2,1,2,0,0,9,4,42.0488934,43,100000,527455240
419,2,5,15,1,165,2,2,5,3,864,0,1,4,1120,1,0,4,5,1,5,0,2,2,2,0,162,9,4,42.048486,44,148800,527455280
420,2,5,18,7,230,0,2,0,1,1700,0,1,4,1718,2,0,0,7,1,2,0,0,3,2,216,48,9,4,42.0623099,4,337500,528102040
421,13,5,18,3,726,0,2,0,3,1776,0,1,4,2480,3,1,0,10,3,2,2,0,3,2,135,64,9,4,42.063304,3,345474,528102140
422,13,5,18,3,860,0,2,0,3,1926,0,1,4,2480,3,1,0,11,2,2,2,0,3,2,144,78,6,5,42.063025,2,345474,528104070
423,2,5,18,7,200,0,2,0,1,3094,0,1,4,2402,2,0,0,10,2,2,0,0,3,2,0,72,9,4,42.061902,2,345474,528106020
424,2,5,18,3,300,2,2,0,3,1652,0,1,4,1652,2,0,0,6,2,0,0,0,2,2,404,102,9,4,42.06128,4,325000,528106070
426,2,5,18,8,306,0,2,0,3,2042,0,1,4,2042,2,1,0,8,1,2,0,2,3,2,0,90,6,5,42.062992,2,253293,528108020
427,13,5,18,3,0,2,2,0,3,1365,0,1,4,2480,2,1,0,8,1,2,0,2,3,2,0,197,6,5,42.062994,1,345474,528108040
429,2,5,18,3,450,0,2,0,0,2020,0,1,4,2020,2,0,0,7,1,2,0,2,3,2,192,98,9,4,42.062258,2,345474,528108130
430,2,5,18,7,305,0,1,0,3,2006,0,1,4,2020,2,1,0,9,1,2,0,0,3,2,156,54,6,5,42.062257,1,345474,528108140
431,13,5,18,7,420,0,2,0,1,1722,0,1,4,2296,2,1,0,10,1,2,2,2,3,2,382,274,4,4,42.062776,2,345474,528110010
432,2,5,18,7,472,0,2,0,1,2630,0,1,4,2480,2,1,0,8,2,2,0,0,3,2,360,50,9,4,42.062789,3,345474,528110020
433,13,5,18,3,424,0,2,0,1,1734,0,1,4,2480,3,1,0,12,1,2,2,2,3,2,52,170,6,5,42.0623985,2,345474,528110090
434,2,5,18,3,302,0,2,0,3,1736,0,1,4,1736,2,0,0,7,1,2,0,2,3,2,319,90,9,4,42.062108,2,345474,528112040
436,13,5,18,8,20,2,2,0,0,1508,0,1,4,2480,2,1,0,10,1,2,2,0,3,2,192,273,9,3,42.060353,3,345474,528118060
438,2,5,18,3,284,0,2,0,2,1739,0,1,4,1743,2,0,0,8,1,2,0,2,3,2,168,45,4,4,42.061437,2,335000,528120030
439,2,5,18,8,262,2,2,0,0,1713,0,1,4,1713,2,0,0,7,1,2,0,0,3,2,0,26,9,4,42.060576,6,274900,528120160
440,2,5,18,3,122,2,2,0,0,1504,0,1,4,1531,2,0,0,6,1,2,0,0,3,2,184,52,9,4,42.060575,4,300000,528120170
441,2,5,18,3,285,0,2,0,3,1774,0,1,4,1808,2,0,0,7,1,2,0,0,3,2,200,26,9,4,42.061678,2,324000,528138010
442,13,5,18,3,216,2,2,0,3,1462,0,1,4,2224,2,1,0,10,1,2,0,0,3,2,184,0,9,4,42.060426,6,345474,528142040
444,2,5,18,8,296,2,2,2,3,3206,0,1,4,1629,2,0,2,7,1,2,0,2,3,2,0,0,9,4,42.0599123,7,284000,528142130
445,2,5,18,5,418,2,2,2,3,1760,0,1,4,1760,2,0,2,8,1,2,0,0,2,2,165,190,9,4,42.0598989,7,269500,528142150
446,2,5,18,5,268,2,2,2,3,1502,0,1,4,1502,2,0,2,7,0,3,0,2,2,2,0,114,6,5,42.061404,1,233170,528144020
447,2,5,18,7,922,0,2,0,1,2392,0,1,4,2392,2,0,0,8,1,0,0,0,3,2,248,105,9,4,42.059241,7,345474,528166060
448,2,5,18,3,724,2,2,0,3,2452,0,1,4,2452,2,0,0,10,1,2,0,0,3,2,0,116,9,4,42.058782,7,345474,528166090
450,2,5,18,8,383,2,2,2,3,1598,2,1,4,1606,2,0,2,6,1,2,0,2,3,2,230,60,9,4,42.0592,4,255900,528172060
451,3,5,18,0,240,2,2,2,0,1358,0,1,4,1358,2,0,2,6,1,2,0,2,2,2,192,36,9,4,42.059177,5,213000,528174050
452,3,5,18,0,135,2,2,2,0,1306,0,1,4,1306,2,0,2,5,1,2,0,2,2,2,170,63,9,4,42.059179,5,196000,528174060
453,3,5,18,0,135,2,2,2,0,1306,0,1,4,1306,2,0,2,5,1,2,0,2,2,2,170,63,9,4,42.059183,5,184500,528174070
455,3,5,18,5,166,2,2,2,3,1314,0,1,4,1314,2,0,2,6,1,2,0,2,2,2,172,62,9,4,42.058336,3,230000,528175060
456,2,5,18,7,730,0,2,0,1,2492,0,1,4,2480,2,1,0,8,1,0,0,0,3,2,226,235,9,0,42.057177,6,345474,528176030
457,2,5,18,8,470,2,2,0,1,2200,0,1,4,2200,2,1,0,8,1,2,0,0,3,2,208,55,9,4,42.05851,7,345474,528178010
458,3,5,18,3,308,0,2,0,3,1884,0,1,4,1884,2,0,0,6,1,2,0,0,2,2,231,90,6,5,42.057164,2,320000,528180120
459,3,5,18,3,500,0,2,0,3,1451,0,1,4,1456,2,0,0,6,1,2,0,2,2,2,192,42,9,4,42.057089,2,248500,528180130
460,2,5,18,8,270,2,2,0,1,1712,0,1,4,1712,2,0,2,8,1,2,0,2,3,2,218,183,9,4,42.057019,8,286500,528186010
463,14,5,18,5,106,2,2,2,3,764,0,1,4,1626,2,0,2,6,0,3,2,2,2,2,0,27,9,4,42.057467,7,173000,528188060
465,13,5,8,0,0,2,2,2,0,745,0,1,4,1490,2,1,2,7,1,2,0,0,2,2,36,20,9,4,42.063183,5,167800,528220040
468,3,5,0,5,130,2,2,2,3,1373,0,1,4,1555,2,0,2,7,1,5,0,0,3,2,143,20,9,4,42.062562,3,174000,528228290
471,3,5,0,5,16,2,2,2,3,1346,0,1,4,1504,2,0,2,7,1,2,0,0,2,2,156,0,9,4,42.062266,5,181000,528228450
473,3,5,0,5,11,2,2,2,3,1145,0,1,4,1145,2,0,2,5,1,2,0,0,2,2,100,16,9,4,42.062086,5,160200,528228460
474,13,5,8,5,0,2,2,2,3,716,0,1,4,1432,2,1,2,6,1,2,0,0,2,2,100,51,9,4,42.061562,6,188500,528235010
475,13,5,8,0,0,2,2,2,3,1010,0,1,4,2267,2,1,2,8,1,5,2,2,2,2,120,46,4,4,42.059377,8,200000,528235090
477,13,5,8,5,200,2,2,2,3,868,0,1,4,1630,2,1,2,7,1,2,2,0,2,2,120,48,9,4,42.061149,6,189500,528240030
478,10,5,8,8,0,2,2,2,3,408,0,1,4,1419,2,1,2,7,1,5,2,0,2,2,120,0,9,4,42.061114,8,184100,528240060
479,13,5,8,5,0,2,2,2,2,846,0,1,4,1594,2,1,2,7,1,2,0,0,2,2,300,48,9,4,42.061656,6,195500,528240150
480,13,5,8,5,0,2,2,2,3,782,0,1,4,1489,2,1,2,8,1,2,0,0,2,2,0,75,9,4,42.061365,7,192000,528250020
481,13,5,8,5,0,2,2,2,3,698,0,1,4,1342,2,1,2,7,1,5,0,0,2,2,100,56,9,4,42.063283,7,178000,528250040
482,3,5,18,5,166,2,2,2,3,1314,0,1,4,1314,2,0,2,6,1,2,0,2,2,2,172,62,5,4,42.058368,3,207500,528253010
484,13,5,8,8,0,2,2,0,3,870,0,1,4,2004,2,1,2,8,1,2,2,0,3,2,0,48,9,4,42.059481,8,257500,528275160
486,10,5,8,5,0,2,2,2,2,384,0,1,4,1374,2,1,2,7,0,3,2,0,2,2,0,0,9,4,42.059605,6,167000,528290030
487,13,5,8,0,16,3,2,2,3,982,0,1,4,1800,2,1,4,7,1,5,0,0,2,2,100,63,9,4,42.057839,10,179000,528290120
489,10,5,8,5,0,3,2,2,3,384,0,1,4,1430,2,1,4,7,1,5,2,2,2,2,0,0,9,4,42.057833,11,156000,528290190
490,13,5,8,5,210,2,2,2,3,1177,0,1,4,2312,2,1,2,8,1,5,2,0,3,2,298,0,9,4,42.057098,11,245000,528292030
491,13,5,8,0,0,3,2,2,3,841,0,1,4,1675,2,1,4,7,1,5,2,0,2,2,0,103,9,4,42.057093,11,181000,528292040
492,13,5,8,5,298,2,2,2,3,992,0,1,4,2060,2,1,2,8,1,5,2,2,2,2,0,0,9,4,42.056955,11,214000,528292070
493,10,5,8,5,0,3,2,5,3,384,0,1,4,1430,2,1,4,7,1,5,2,0,2,2,0,0,9,4,42.058668,11,168000,528294050
494,13,5,17,8,673,2,2,2,2,1252,0,1,4,2365,2,1,2,8,1,2,0,2,3,2,0,128,9,4,42.053749,11,337000,528315090
495,13,5,17,8,506,2,2,2,3,1462,0,1,4,2480,2,1,0,9,1,5,0,0,3,2,0,146,9,4,42.053911,15,345474,528321010
496,13,5,17,8,150,2,2,2,2,1455,0,1,4,2480,2,1,2,10,2,5,2,2,3,2,252,30,9,4,42.055626,10,327000,528327070
497,13,5,17,8,731,2,2,2,2,1284,0,1,4,2450,2,1,2,7,1,5,0,0,3,2,0,126,9,4,42.053441,12,340000,528344040
499,13,5,17,5,921,2,2,2,3,1264,0,1,4,2344,2,1,2,7,1,5,0,2,3,2,220,0,9,4,42.052668,14,265000,528354050
501,13,5,17,5,256,2,2,2,1,1347,0,1,4,2480,2,1,2,9,1,5,0,2,3,2,340,60,9,4,42.049701,17,260000,528365070
502,13,5,17,5,286,2,2,2,3,1070,0,1,4,2061,2,1,2,7,1,5,0,0,2,2,296,102,9,4,42.05161,15,260000,528385050
504,13,5,17,8,528,2,2,2,3,1629,0,1,4,2448,2,1,2,8,1,5,0,2,3,2,517,76,9,4,42.049921,16,345474,528390100
505,13,5,17,5,0,2,2,2,3,973,0,1,4,1850,2,1,2,7,1,2,2,0,2,2,168,98,9,4,42.050971,16,248000,528390210
506,2,5,23,8,72,2,2,2,3,1468,0,1,4,1468,2,0,2,6,1,2,0,0,3,2,210,150,6,5,42.054282,2,244600,528427020
508,2,5,23,8,294,2,2,2,3,1614,0,1,4,1658,2,1,2,7,1,2,0,0,3,2,144,44,9,4,42.054302,2,257500,528431070
509,2,5,23,8,194,2,2,2,3,1573,0,1,4,1578,2,0,0,7,1,2,0,0,3,2,0,36,6,5,42.054152,2,287090,528435030
512,13,5,23,5,0,2,2,2,2,1113,0,1,4,1971,2,1,2,8,1,2,0,2,2,2,0,48,9,4,42.053258,5,253000,528441020
513,2,5,23,3,198,0,2,0,1,2458,0,1,4,2480,2,0,0,9,2,2,0,0,3,2,70,226,9,4,42.053108,5,345474,528441090
